iter	Passed	Remaining
806	24107	5765
807	24138	5735
808	24168	5706
809	24196	5675
810	24225	5645
811	24254	5615
812	24284	5585
813	24312	5555
814	24343	5525
815	24373	5495
816	24403	5466
817	24431	5435
818	24460	5405
819	24489	5375
820	24517	5345
821	24548	5315
822	24579	5286
823	24606	5255
824	24638	5226
825	24667	5196
826	24698	5166
827	24728	5136
828	24758	5106
829	24792	5077
830	24821	5047
831	24850	5017
832	24879	4987
833	24909	4958
834	24938	4927
835	24965	4897
836	24996	4867
837	25025	4837
838	25056	4808
839	25083	4777
840	25114	4748
841	25146	4718
842	25175	4688
843	25206	4658
844	25236	4629
845	25266	4599
846	25295	4569
847	25326	4539
848	25357	4509
849	25386	4480
850	25414	4449
851	25444	4419
852	25473	4389
853	25503	4360
854	25534	4330
855	25563	4300
856	25592	4270
857	25623	4240
858	25652	4210
859	25682	4180
860	25711	4150
861	25741	4121
862	25771	4091
863	25797	4060
864	25826	4030
865	25848	3999
866	25877	3969
867	25909	3940
868	25937	3910
869	25968	3880
870	25998	3850
871	26024	3820
872	26054	3790
873	26084	3760
874	26114	3730
875	26145	3701
876	26173	3670
877	26204	3641
878	26234	3611
879	26264	3581
880	26294	3551
881	26322	3521
882	26350	3491
883	26382	3461
884	26413	3432
885	26441	3402
886	26470	3372
887	26499	3342
888	26531	3312
889	26561	3282
890	26591	3253
891	26620	3223
892	26649	3193
893	26679	3163
894	26711	3133
895	26742	3104
896	26771	3074
897	26802	3044
898	26831	3014
899	26863	2984
900	26890	2954
901	26920	2924
902	26950	2894
903	26978	2864
904	27008	2835
905	27038	2805
906	27069	2775
907	27099	2745
908	27128	2715
909	27158	2685
910	27189	2656
911	27218	2626
912	27246	2596
913	27276	2566
914	27308	2536
915	27338	2507
916	27368	2477
917	27397	2447
918	27427	2417
919	27457	2387
920	27488	2357
921	27519	2328
922	27548	2298
923	27578	2268
924	27609	2238
925	27638	2208
926	27670	2178
927	27700	2149
928	27731	2119
929	27760	2089
930	27788	2059
931	27818	2029
932	27846	1999
933	27876	1969
934	27906	1939
935	27937	1910
936	27967	1880
937	27999	1850
938	28028	1820
939	28057	1790
940	28088	1761
941	28118	1731
942	28146	1701
943	28175	1671
944	28204	1641
945	28235	1611
946	28265	1581
947	28292	1551
948	28319	1521
949	28350	1492
950	28378	1462
951	28409	1432
952	28440	1402
953	28472	1372
954	28503	1343
955	28533	1313
956	28564	1283
957	28593	1253
958	28624	1223
959	28654	1193
960	28684	1164
961	28714	1134
962	28741	1104
963	28771	1074
964	28800	1044
965	28831	1014
966	28861	984
967	28889	955
968	28919	925
969	28949	895
970	28978	865
971	29007	835
972	29036	805
973	29065	775
974	29096	746
975	29127	716
976	29158	686
977	29188	656
978	29217	626
979	29245	596
980	29274	566
981	29304	537
982	29334	507
983	29365	477
984	29394	447
985	29424	417
986	29456	387
987	29486	358
988	29517	328
989	29549	298
990	29577	268
991	29609	238
992	29637	208
993	29667	179
994	29697	149
995	29733	119
996	29770	89
997	29803	59
998	29833	29
999	29863	0
